Representatives,NNPS,I-LOC
",",",",O
with,IN,O
105,CD,O
members,NNS,O
",",",",O
and,CC,O
the,DT,O
Alabama,NNP,I-LOC
Senate,NNP,I-LOC
",",",",O
with,IN,O
35,CD,O
members,NNS,O
.,.,O
It,PRP,O
is,VBZ,O
headed,VBN,O
by,IN,O
the,DT,O
Governor,NNP,O
of,IN,O
Alabama,NNP,I-LOC
.,.,O
The,DT,O
highest,JJS,O
court,NN,O
is,VBZ,O
the,DT,O
Supreme,NNP,I-LOC
Court,NNP,I-LOC
of,IN,I-LOC
Alabama,NNP,I-LOC
.,.,O
Alabama,NNP,I-LOC
has,VBZ,O
67,CD,O
counties,NNS,O
.,.,O
Alabama,NNP,I-LOC
is,VBZ,O
an,DT,O
alcoholic,JJ,O
beverage,NN,O
control,NN,O
state,NN,O
;,;,O
the,DT,O
government,NN,O
holds,VBZ,O
a,DT,O
monopoly,NN,O
on,IN,O
the,DT,O
sale,NN,O
of,IN,O
alcohol,NN,O
.,.,O
The,DT,O
current,JJ,O
governor,NN,O
of,IN,O
the,DT,O
state,NN,O
is,VBZ,O
Republican,JJ,I-MISC
Bob,NNP,I-PER
Riley,NNP,I-PER
.,.,O
The,DT,O
lieutenant,NN,O
governor,NN,O
is,VBZ,O
Jim,NNP,I-PER
Folsom,NNP,I-PER
Jr,NNP,I-PER
.,.,O
The,DT,O
Chief,NNP,O
Justice,NNP,O
of,IN,O
the,DT,O
Alabama,NNP,I-LOC
Supreme,NNP,I-LOC
Court,NNP,I-LOC
is,VBZ,O
Democrat,NNP,I-ORG
Sue,NNP,I-PER
Bell,NNP,I-PER
Cobb,NNP,I-PER
.,.,O
The,DT,O
Democratic,NNP,I-ORG
Party,NNP,I-ORG
currently,RB,O
holds,VBZ,O
a,DT,O
large,JJ,O
majority,NN,O
in,IN,O
both,DT,O
houses,NNS,O
of,IN,O
the,DT,O
Legislature,NNP,I-ORG
.,.,O
The,DT,O
voters,NNS,O
of,IN,O
the,DT,O
state,NN,O
revolted,VBD,O
at,IN,O
what,WP,O
they,PRP,O
perceived,VBD,O
as,IN,O
disenfranchisement,NN,O
of,IN,O
their,PRP$,O
right,NN,O
to,TO,O
vote,VB,O
and,CC,O
elected,VBD,O
the,DT,O
Republican,JJ,I-MISC
challenger,NN,O
Guy,NNP,I-PER
Hunt,NNP,I-PER
as,IN,O
Governor,NNP,O
.,.,O
Since,IN,O
then,RB,O
",",",",O
Republicans,NNS,I-MISC
have,VBP,O
become,VBN,O
increasingly,RB,O
competitive,JJ,O
in,IN,O
Alabama,NNP,I-LOC
politics,NNS,O
.,.,O
Republicans,NNPS,I-MISC
hold,VBP,O
an,DT,O
8,CD,O
--,:,O
1,CD,O
majority,NN,O
on,IN,O
the,DT,O
Alabama,NNP,I-LOC
Supreme,NNP,I-LOC
Court,NNP,I-LOC
and,CC,O
have,VB,O
a,DT,O
5,CD,O
--,IN,O
2,CD,O
majority,NN,O
among,IN,O
statewide,JJ,O
elected,JJ,O
executive,NN,O
branch,NN,O
offices,NNS,O
.,.,O
A,DT,O
majority,NN,O
of,IN,O
local,JJ,O
offices,NNS,O
in,IN,O
the,DT,O
state,NN,O
are,VBP,O
still,RB,O
held,VBN,O
by,IN,O
Democrats,NNPS,I-ORG
.,.,O
Alabama,NNP,I-LOC
state,NN,O
politics,NNS,O
gained,VBD,O
nationwide,JJ,O
and,CC,O
international,JJ,O
attention,NN,O
in,IN,O
the,DT,O
1950s,NNS,O
and,CC,O
1960s,NNS,O
during,IN,O
the,DT,O
American,NNP,I-ORG
Civil,NNP,I-ORG
Rights,NNP,I-ORG
Movement,NNP,I-ORG
",",",",O
when,WRB,O
majority,NN,O
whites,NNS,O
bureaucratically,RB,O
",",",",O
and,CC,O
at,IN,O
times,NNS,O
",",",",O
violently,RB,O
resisted,VBD,O
protests,NNS,O
for,IN,O
electoral,JJ,O
and,CC,O
social,JJ,O
reform,NN,O
.,.,O
George,NNP,I-PER
Wallace,NNP,I-PER
",",",",O
the,DT,O
state,NN,O
's,POS,O
governor,NN,O
",",",",O
remains,VBZ,O
a,DT,O
notorious,JJ,O
and,CC,O
controversial,JJ,O
figure,NN,O
.,.,O
In,IN,O
2007,CD,O
",",",",O
the,DT,O
Alabama,NNP,I-ORG
Legislature,NNP,I-ORG
passed,VBD,O
",",",",O
and,CC,O
the,DT,O
Governor,NNP,O
signed,VBD,O
",",",",O
a,DT,O
resolution,NN,O
expressing,VBG,O
"""",LQU,O
profound,JJ,O
regret,NN,O
"""",RQU,O
over,IN,O
slavery,NN,O
and,CC,O
its,PRP$,O
lingering,VBG,O
impact,NN,O
.,.,O
In,IN,O
2004,CD,O
",",",",O
George,NNP,I-PER
W.,NNP,I-PER
Bush,NNP,I-PER
won,VBD,O
Alabama,NNP,I-LOC
's,POS,O
nine,CD,O
electoral,JJ,O
votes,NNS,O
by,IN,O
a,DT,O
margin,NN,O
of,IN,O
25,CD,O
percentage,NN,O
points,NNS,O
with,IN,O
62.5,CD,O
%,NN,O
of,IN,O
the,DT,O
vote,NN,O
",",",",O
mostly,RB,O
white,JJ,O
voters,NNS,O
.,.,O
Public,JJ,O
primary,JJ,O
and,CC,O
secondary,JJ,O
education,NN,I-ORG
in,IN,I-ORG
Alabama,NNP,I-ORG
is,VBZ,O
under,IN,O
the,DT,O
overview,NN,O
of,IN,O
the,DT,O
Alabama,NNP,I-ORG
State,NNP,I-ORG
Board,NNP,I-ORG
of,IN,I-ORG
Education,NNP,I-ORG
as,RB,O
well,RB,O
as,IN,O
local,JJ,O
oversight,NN,O
by,IN,O
67,CD,O
county,NN,O
school,NN,O
boards,NNS,O
and,CC,O
60,CD,O
city,NN,O
boards,NNS,O
of,IN,O
education,NN,O
.,.,O
While,IN,O
Ala.,NNP,I-LOC
's,POS,O
public,JJ,O
education,NN,O
system,NN,O
has,VBZ,O
improved,VBN,O
",",",",O
it,PRP,O
lags,VBZ,O
behind,IN,O
in,IN,O
achievement,NN,O
compared,VBN,O
to,TO,O
other,JJ,O
states,NNS,O
.,.,O
Alabama,NNP,I-LOC
's,POS,O
programs,NNS,O
of,IN,O
higher,JJR,O
education,NN,O
include,VBP,O
14,CD,O
four-year,JJ,O
public,JJ,O
universities,NNS,O
",",",",O
two-year,JJ,O
community,NN,O
colleges,NNS,O
",",",",O
and,CC,O
17,CD,O
private,JJ,O
",",",",O
undergraduate,JJ,O
and,CC,O
graduate,JJ,O
universities,NNS,O
.,.,O
In,IN,O
the,DT,O
state,NN,O
are,VBP,O
two,CD,O
medical,JJ,O
schools,NNS,O
(,LRB,O
University,NNP,I-ORG
of,IN,I-ORG
Alabama,NNP,I-ORG
at,IN,I-ORG
Birmingham,NNP,I-ORG
and,CC,O
University,NNP,I-ORG
of,IN,I-ORG
South,NNP,I-ORG
Alabama,NNP,I-ORG
),RRB,O
",",",",O
two,CD,O
veterinary,JJ,O
colleges,NNS,O
(,LRB,O
Auburn,NNP,I-ORG
University,NNP,I-ORG
and,CC,O
Tuskegee,NNP,I-ORG
University,NNP,I-ORG
),RRB,O
",",",",O
a,DT,O
dental,JJ,O
school,NN,O
(,LRB,O
University,NNP,I-ORG
of,IN,I-ORG
Alabama,NNP,I-ORG
at,IN,I-ORG
Birmingham,NNP,I-ORG
),RRB,O
",",",",O
an,DT,O
optometry,JJ,O
college,NN,O
(,LRB,O
University,NNP,I-ORG
of,IN,I-ORG
Alabama,NNP,I-ORG
at,IN,I-ORG
Birmingham,NNP,I-ORG
),RRB,O
",",",",O
two,CD,O
pharmacy,JJ,O
schools,NNS,O
(,LRB,O
Auburn,NNP,I-ORG
University,NNP,I-ORG
and,CC,O
Samford,NNP,I-ORG
University,NNP,I-ORG
),RRB,O
",",",",O
and,CC,O
five,CD,O
law,NN,O
schools,NNS,O
(,LRB,O
University,NNP,I-ORG
of,IN,I-ORG
Alabama,NNP,I-ORG
School,NNP,I-ORG
of,IN,I-ORG
Law,NNP,I-ORG
",",",",O
Birmingham,NNP,I-ORG
School,NNP,I-ORG
of,IN,I-ORG
Law,NNP,I-ORG
",",",",O
Cumberland,NNP,I-ORG
School,NNP,I-ORG
of,IN,I-ORG
Law,NNP,I-ORG
",",",",O
Miles,NNP,I-ORG
Law,NNP,I-ORG
School,NNP,I-ORG
",",",",O
and,CC,O
the,DT,O
Thomas,NNP,I-ORG
Goode,NNP,I-ORG
Jones,NNP,I-ORG
School,NNP,I-ORG
of,IN,I-ORG
Law,NNP,I-ORG
),RRB,O
.,.,O
Achilles,NNP,I-PER
also,RB,O
has,VBZ,O
the,DT,O
attributes,NNS,O
of,IN,O
being,VBG,O
the,DT,O
most,JJS,O
handsome,NN,O
of,IN,O
the,DT,O
heroes,NNS,O
assembled,VBN,O
against,IN,O
Troy,NNP,I-LOC
.,.,O
Later,RB,O
legends,NNS,O
state,NN,O
that,IN,O
Achilles,NNP,I-PER
was,VBD,O
invulnerable,JJ,O
in,IN,O
all,DT,O
of,IN,O
his,PRP$,O
body,NN,O
except,IN,O
for,IN,O
his,PRP$,O
heel,NN,O
.,.,O
Zeus,NNP,I-PER
and,CC,O
Poseidon,NNP,I-PER
had,VBD,O
been,VBN,O
rivals,NNS,O
for,IN,O
the,DT,O
hand,NN,O
of,IN,O
Thetis,NNP,I-PER
until,IN,O
Prometheus,NNP,I-PER
",",",",O
the,DT,O
fire-bringer,NN,O
",",",",O
warned,VBD,O
Zeus,NNP,I-PER
of,IN,O
a,DT,O
prophecy,NN,O
that,IN,O
Thetis,NNP,I-PER
would,MD,O
bear,VB,O
a,DT,O
son,NN,O
greater,JJR,O
than,IN,O
his,PRP$,O
father,NN,O
.,.,O
For,IN,O
this,DT,O
reason,NN,O
",",",",O
the,DT,O
two,CD,O
gods,NNS,O
withdrew,VBD,O
their,PRP$,O
pursuit,NN,O
",",",",O
and,CC,O
had,VBD,O
her,PRP$,O
wed,VBN,O
Peleus,NNP,I-PER
.,.,O
As,IN,O
with,IN,O
most,JJS,O
mythology,NN,O
there,EX,O
is,VBZ,O
a,DT,O
tale,NN,O
which,WDT,O
offers,VBZ,O
an,DT,O
alternative,JJ,O
version,NN,O
of,IN,O
these,DT,O
events,NNS,O
:,IN,O
in,IN,O
Argonautica,NNP,I-MISC
(,LRB,O
iv.760,CD,O
),RRB,O
Hera,NNP,I-PER
alludes,VBZ,O
to,TO,O
Thetis,NNP,I-PER
's,POS,O
chaste,NN,O
resistance,NN,O
to,TO,O
the,DT,O
advances,NNS,O
of,IN,O
Zeus,NNP,I-PER
",",",",O
that,IN,O
Thetis,NNP,I-PER
was,VBD,O
so,SO,O
loyal,JJ,O
to,TO,O
Hera,NNP,I-PER
's,POS,O
marriage,NN,O
bond,NN,O
that,IN,O
she,PRP,O
coolly,RB,O
rejected,VBD,O
him,PRP,O
.,.,O
In,IN,O
another,DT,O
version,NN,O
of,IN,O
this,DT,O
story,NN,O
",",",",O
Thetis,NNP,I-PER
anointed,VBD,O
the,DT,O
boy,NN,O
in,IN,O
ambrosia,NN,O
and,CC,O
put,VBD,O
him,PRP,O
on,IN,O
top,NN,O
of,IN,O
a,DT,O
fire,NN,O
to,TO,O
burn,VB,O
away,RP,O
the,DT,O
mortal,JJ,O
parts,NNS,O
of,IN,O
his,PRP$,O
body,NN,O
.,.,O
She,PRP,O
was,VBD,O
interrupted,VBN,O
by,IN,O
Peleus,NNP,I-PER
and,CC,O
abandoned,VBN,O
both,DT,O
father,NN,O
and,CC,O
son,NN,O
in,IN,O
a,DT,O
rage,NN,O
.,.,O
However,RB,O
none,NN,O
of,IN,O
the,DT,O
sources,NNS,O
before,IN,O
Statius,NNP,I-PER
makes,VBZ,O
any,DT,O
reference,NN,O
to,TO,O
this,DT,O
general,JJ,O
invulnerability,NN,O
.,.,O
The,DT,O
first,JJ,O
two,CD,O
lines,NNS,O
of,IN,O
the,DT,O
Iliad,NNP,I-MISC
read,NN,O
:,:,O
The,DT,O
humanization,NN,O
of,IN,O
Achilles,NNS,I-PER
by,IN,O
the,DT,O
events,NNS,O
of,IN,O
the,DT,O
war,NN,O
is,VBZ,O
an,DT,O
important,JJ,O
theme,NN,O
of,IN,O
the,DT,O
narrative,NN,O
.,.,O
In,IN,O
the,DT,O
resulting,JJ,O
battle,NN,O
",",",",O
Achilles,NNP,I-PER
gave,VBD,O
Telephus,NNP,I-PER
a,DT,O
wound,NN,O
that,WDT,O
would,MD,O
not,RB,O
heal,VB,O
;,;,O
Telephus,NNP,I-PER
consulted,VBD,O
an,DT,O
oracle,NN,O
",",",",O
who,WP,O
stated,VBD,O
that,IN,O
"""",LQU,O
he,PRP,O
that,WDT,O
wounded,VBD,O
shall,MD,O
heal,VB,O
"""",RQU,O
.,.,O
Achilles,NNP,I-PER
refused,VBD,O
",",",",O
claiming,VBG,O
to,TO,O
have,VB,O
no,DT,O
medical,JJ,O
knowledge,NN,O
.,.,O
Odysseus,NNP,I-PER
reasoned,VBD,O
that,IN,O
the,DT,O
spear,NN,O
had,VBD,O
inflicted,VBN,O
the,DT,O
wound,NN,O
;,;,O
therefore,RB,O
",",",",O
the,DT,O
spear,NN,O
must,MD,O
be,VB,O
able,JJ,O
to,TO,O
heal,VB,O
it,PRP,O
.,.,O
Pieces,NNS,O
of,IN,O
the,DT,O
spear,NN,O
were,VBD,O
scraped,VBN,O
off,RP,O
onto,IN,O
the,DT,O
wound,NN,O
and,CC,O
Telephus,NN,I-PER
was,VBD,O
healed,VBN,O
.,.,O
Despite,IN,O
his,PRP$,O
youth,NN,O
",",",",O
he,PRP,O
was,VBD,O
one,CD,O
of,IN,O
the,DT,O
main,JJ,O
Trojan,NN,I-MISC
war,NN,I-MISC
leaders,NNS,O
.,.,O
Yet,RB,O
Achilles,NNP,I-PER
",",",",O
struck,VBN,O
by,IN,O
the,DT,O
beauty,NN,O
of,IN,O
both,DT,O
Troilus,NNP,I-PER
and,CC,O
his,PRP$,O
sister,NN,O
Polyxena,NNP,I-PER
",",",",O
and,CC,O
overcome,VB,O
with,IN,O
lust,NN,O
directed,VBD,O
his,PRP$,O
sexual,JJ,O
attentions,NNS,O
on,IN,O
the,DT,O
youth,NN,O
--,:,O
who,WP,O
refusing,VBG,O
to,TO,O
yield,VB,O
found,VBN,O
instead,RB,O
himself,PRP,O
decapitated,VBD,O
upon,IN,O
an,DT,O
altar-omphalos,NN,O
of,IN,O
Apollo,NNP,I-PER
.,.,O
Later,RB,O
versions,NNS,O
of,IN,O
the,DT,O
story,NN,O
suggested,VBD,O
Troilus,NNP,I-PER
was,VBD,O
accidentally,RB,O
killed,VBN,O
by,IN,O
Achilles,NNP,I-PER
in,IN,O
an,DT,O
over-ardent,JJ,O
lovers,NNS,O
',POS,O
embrace,NN,O
.,.,O
Ancient,JJ,O
writers,NNS,O
treated,VBD,O
Troilus,NN,I-PER
as,IN,O
the,DT,O
epitome,NN,O
of,IN,O
a,DT,O
dead,JJ,O
child,NN,O
mourned,VBN,O
by,IN,O
his,PRP$,O
parents,NNS,O
.,.,O
Agamemnon,NNP,I-PER
had,VBD,O
taken,VBN,O
a,DT,O
woman,NN,O
named,VBN,O
Chryseis,NNP,I-PER
as,IN,O
his,PRP$,O
slave,NN,O
.,.,O
Her,PRP$,O
father,NN,O
Chryses,NNS,I-PER
",",",",O
a,DT,O
priest,NN,O
of,IN,O
Apollo,NNP,I-PER
",",",",O
begged,VBD,O
Agamemnon,NNP,I-PER
to,TO,O
return,VB,O
her,PRP$,O
to,TO,O
him,PRP,O
.,.,O
The,DT,O
prophet,NN,O
Calchas,NNP,I-PER
correctly,RB,O
determined,VBD,O
the,DT,O
source,NN,O
of,IN,O
the,DT,O
troubles,NNS,O
but,CC,O
would,MD,O
not,RB,O
speak,VB,O
unless,IN,O
Achilles,NNP,I-PER
vowed,VBD,O
to,TO,O
protect,VB,O
him,PRP,O
.,.,O
Achilles,NNP,I-PER
did,VBD,O
so,RB,O
and,CC,O
Calchas,NNP,I-PER
declared,VBD,O
Chryseis,NNP,I-PER
must,MD,O
be,VB,O
returned,VBN,O
to,TO,O
her,PRP$,O
father,NN,O
.,.,O
Agamemnon,NNP,I-PER
agreed,VBD,O
and,CC,O
sent,VBD,O
Odysseus,NNP,I-PER
and,CC,O
two,CD,O
other,JJ,O
chieftains,NNS,O
",",",",O
Ajax,NNP,I-PER
and,CC,O
Phoenix,NNP,I-PER
",",",",O
to,TO,O
Achilles,NNS,I-PER
with,IN,O
the,DT,O
offer,NN,O
of,IN,O
the,DT,O
return,NN,O
of,IN,O
Briseis,NNP,I-PER
and,CC,O
other,JJ,O
gifts,NNS,O
.,.,O
After,IN,O
receiving,VBG,O
the,DT,O
news,NN,O
of,IN,O
the,DT,O
death,NN,O
of,IN,O
Patroclus,NN,I-PER
from,IN,O
Antilochus,NNP,I-PER
",",",",O
the,DT,O
son,NN,O
of,IN,O
Nestor,NNP,I-PER
",",",",O
Achilles,NNP,I-PER
grieved,VBD,O
over,IN,O
his,PRP$,O
cousin,NN,O
's,POS,O
death,NN,O
and,CC,O
held,VBD,O
many,JJ,O
funeral,JJ,O
games,NNS,O
in,IN,O
his,PRP$,O
honor,NN,O
.,.,O
His,PRP$,O
mother,NN,O
Thetis,NNS,I-PER
came,VBD,O
to,TO,O
comfort,NN,O
the,DT,O
distraught,NN,O
Achilles,VBZ,I-PER
.,.,O
She,PRP,O
persuaded,VBD,O
Hephaestus,NNP,I-PER
to,TO,O
make,VB,O
new,JJ,O
armor,NN,O
for,IN,O
him,PRP,O
",",",",O
in,IN,O
place,NN,O
of,IN,O
the,DT,O
armor,NN,O
that,IN,O
Patroclus,NNP,I-PER
had,VBD,O
been,VBN,O
wearing,VBG,O
which,WDT,O
was,VBD,O
taken,VBN,O
by,IN,O
Hector,NNP,I-PER
.,.,O
Enraged,VBN,O
over,IN,O
the,DT,O
death,NN,O
of,IN,O
Patroclus,NNP,I-PER
",",",",O
Achilles,NNP,I-PER
ended,VBD,O
his,PRP$,O
refusal,NN,O
to,TO,O
fight,VB,O
and,CC,O
took,VBD,O
the,DT,O
field,NN,O
killing,VBG,O
many,JJ,O
men,NNS,O
in,IN,O
his,PRP$,O
rage,NN,O
but,CC,O
always,RB,O
seeking,VBG,O
out,RP,O
Hector,NNP,I-PER
.,.,O
Achilles,NNP,I-PER
even,RB,O
engaged,VBD,O
in,IN,O
battle,NN,O
with,IN,O
the,DT,O
river,NN,O
god,NN,O
Scamander,NNP,I-PER
who,WP,O
became,VBD,O
angry,JJ,O
that,IN,O
Achilles,NNP,I-PER
was,VBD,O
choking,VBG,O
his,PRP$,O
waters,NNS,O
with,IN,O
all,PDT,O
the,DT,O
men,NNS,O
he,PRP,O
killed,VBD,O
.,.,O
The,DT,O
god,NN,O
tried,VBD,O
to,TO,O
drown,VB,O
Achilles,NNP,I-PER
but,CC,O
was,VBD,O
stopped,VBN,O
by,IN,O
Hera,NNP,I-PER
and,CC,O
Hephaestus,NNP,I-PER
.,.,O
Finally,RB,O
Achilles,NNP,I-PER
found,VBD,O
his,PRP$,O
prey,NN,O
.,.,O
After,IN,O
Hector,NNP,I-PER
realized,VBD,O
the,DT,O
trick,NN,O
",",",",O
he,PRP,O
knew,VBD,O
the,DT,O
battle,NN,O
was,VBD,O
inevitable,JJ,O
.,.,O
Wanting,VBG,O
to,TO,O
go,VB,O
down,RP,O
fighting,NN,O
",",",",O
he,PRP,O
charged,VBD,O
at,IN,O
Achilles,NNP,I-PER
with,IN,O
his,PRP$,O
only,JJ,O
weapon,NN,O
",",",",O
his,PRP$,O
sword,NN,O
",",",",O
but,CC,O
missed,VBD,O
.,.,O
Achilles,NNP,I-PER
told,VBD,O
Hector,NNP,I-PER
it,PRP,O
was,VBD,O
hopeless,JJ,O
to,TO,O
expect,VB,O
that,DT,O
of,IN,O
him,PRP,O
",",",",O
declaring,VBG,O
that,IN,O
"""",LQU,O
my,PRP$,O
rage,NN,O
",",",",O
my,PRP$,O
fury,NN,O
would,MD,O
drive,VB,O
me,PRP,O
now,RB,O
to,TO,O
hack,VB,O
your,PRP$,O
flesh,NN,O
away,RB,O
and,CC,O
eat,VB,O
you,PRP,O
raw,JJ,O
--,:,O
such,JJ,O
agonies,NNS,O
you,PRP,O
have,VBP,O
caused,VBN,O
me,PRP,O
"""",RQU,O
.,.,O
Achilles,NNP,I-PER
",",",",O
after,IN,O
his,PRP$,O
temporary,JJ,O
truce,NN,O
with,IN,O
Priam,NNP,I-PER
",",",",O
fought,VBD,O
and,CC,O
killed,VBD,O
the,DT,O
Amazonian,JJ,I-MISC
warrior,NN,O
queen,NN,O
Penthesilea,NNP,I-PER
",",",",O
but,CC,O
later,RB,O
grieved,VBN,O
over,IN,O
her,PRP$,O
death,NN,O
.,.,O
The,DT,O
Aethiopis,NNP,I-MISC
is,VBZ,O
now,RB,O
lost,VBN,O
",",",",O
except,IN,O
for,IN,O
scattered,JJ,O
fragments,NNS,O
quoted,VBN,O
by,IN,O
later,JJ,O
authors,NNS,O
.,.,O
As,IN,O
predicted,VBN,O
by,IN,O
Hector,NNP,I-PER
with,IN,O
his,PRP$,O
dying,JJ,O
breath,NN,O
",",",",O
Achilles,NNP,I-PER
was,VBD,O
thereafter,RB,O
killed,VBN,O
by,IN,O
Paris,NNP,I-PER
with,IN,O
an,DT,O
arrow,NN,O
(,LRB,O
to,TO,O
the,DT,O
heel,NN,O
according,VBG,O
to,TO,O
Statius,NNP,I-PER
),RRB,O
.,.,O
In,IN,O
some,DT,O
versions,NNS,O
",",",",O
the,DT,O
god,NN,O
Apollo,NNP,I-PER
guided,VBD,O
Paris,NNP,I-PER
',POS,O
arrow,NN,O
.,.,O
Both,DT,O
versions,NNS,O
conspicuously,RB,O
deny,VBP,O
the,DT,O
killer,NN,O
any,DT,O
sort,NN,O
of,IN,O
valor,NN,O
owing,VBG,O
to,TO,O
the,DT,O
common,JJ,O
conception,NN,O
that,IN,O
Paris,NNP,I-PER
was,VBD,O
a,DT,O
coward,NN,O
and,CC,O
not,RB,O
the,DT,O
man,NN,O
his,PRP$,O
brother,NN,O
Hector,NNP,I-PER
was,VBD,O
",",",",O
and,CC,O
Achilles,NNP,I-PER
remained,VBD,O
undefeated,JJ,O
on,IN,O
the,DT,O
battlefield,NN,O
.,.,O
His,PRP$,O
bones,NNS,O
were,VBD,O
mingled,VBN,O
with,IN,O
those,DT,O
of,IN,O
Patroclus,NNP,I-PER
",",",",O
and,CC,O
funeral,JJ,O
games,NNS,O
were,VBD,O
held,VBN,O
.,.,O
Priam,NNP,I-PER
is,VBZ,O
willing,JJ,O
because,IN,O
it,PRP,O
would,MD,O
mean,VB,O
the,DT,O
end,NN,O
of,IN,O
the,DT,O
war,NN,O
and,CC,O
an,DT,O
alliance,NN,O
with,IN,O
the,DT,O
world,NN,O
's,POS,O
greatest,JJS,O
warrior,NN,O
.,.,O
But,CC,O
while,IN,O
Priam,NNP,I-PER
is,VBZ,O
overseeing,VBG,O
the,DT,O
private,JJ,O
marriage,NN,O
of,IN,O
Polyxena,NNP,I-PER
and,CC,O
Achilles,NNP,I-PER
",",",",O
Paris,NNP,I-PER
who,WP,O
would,MD,O
have,VB,O
to,TO,O
give,VB,O
up,RP,O
Helen,NNP,I-PER
if,IN,O
Achilles,NNP,I-PER
married,VBD,O
his,PRP$,O
sister,NN,O
hides,NNS,O
in,IN,O
the,DT,O
bushes,NNS,O
and,CC,O
shoots,NNS,O
Achilles,NNS,I-PER
with,IN,O
a,DT,O
divine,JJ,O
arrow,NN,O
killing,VBG,O
him,PRP,O
.,.,O
Achilles,NNP,I-PER
was,VBD,O
cremated,VBN,O
and,CC,O
his,PRP$,O
ashes,NNS,O
buried,VBN,O
in,IN,O
the,DT,O
same,JJ,O
urn,NN,O
as,IN,O
those,DT,O
of,IN,O
Patroclus,NNP,I-PER
.,.,O
Paris,NNP,I-PER
was,VBD,O
later,RB,O
killed,VBN,O
by,IN,O
Philoctetes,NNP,I-PER
using,VBG,O
the,DT,O
enormous,JJ,O
bow,NN,O
of,IN,O
Heracles,NNP,I-PER
.,.,O
Furious,JJ,O
",",",",O
Ajax,NNP,I-PER
cursed,VBD,O
Odysseus,NNP,I-PER
",",",",O
which,WDT,O
earned,VBD,O
the,DT,O
ire,NN,O
of,IN,O
Athena,NNP,I-PER
.,.,O
Athena,NNP,I-PER
temporarily,RB,O
made,VBD,O
Ajax,NNP,I-PER
so,SO,O
mad,JJ,O
with,IN,O
grief,NN,O
and,CC,O
anguish,NN,O
that,IN,O
he,PRP,O
began,VBD,O
killing,VBG,O
sheep,NN,O
",",",",O
thinking,VBG,O
they,PRP,O
are,VBP,O
his,PRP$,O
comrades,NNS,O
.,.,O
After,IN,O
a,DT,O
while,NN,O
",",",",O
when,WRB,O
Athena,NNP,I-PER
lifted,VBD,O
his,PRP$,O
madness,NN,O
and,CC,O
Ajax,NNP,I-PER
realized,VBD,O
that,IN,O
he,PRP,O
had,VBD,O
actually,RB,O
been,VBN,O
killing,VBG,O
sheep,NN,O
",",",",O
he,PRP,O
was,VBD,O
so,SO,O
embarrassed,JJ,O
that,IN,O
he,PRP,O
committed,VBD,O
suicide,NN,O
.,.,O
Odysseus,NNP,I-PER
eventually,RB,O
gave,VBD,O
the,DT,O
armor,NN,O
to,TO,O
Neoptolemus,NNP,I-PER
",",",",O
the,DT,O
son,NN,O
of,IN,O
Achilles,NNP,I-PER
.,.,O
The,DT,O
city,NN,O
was,VBD,O
visited,VBN,O
in,IN,O
333,CD,O
BC,NNP,O
by,IN,O
Alexander,NNP,I-PER
the,DT,I-PER
Great,NNP,I-PER
",",",",O
who,WP,O
envisioned,VBD,O
himself,PRP,O
as,IN,O
the,DT,O
new,JJ,O
Achilles,NNP,I-PER
and,CC,O
carried,VBD,O
the,DT,O
Iliad,NN,I-MISC
with,IN,O
him,PRP,O
",",",",O
but,CC,O
his,PRP$,O
court,NN,O
biographers,NNS,O
do,VBP,O
not,RB,O
mention,VB,O
the,DT,O
spear,NN,O
",",",",O
which,WDT,O
he,PRP,O
would,MD,O
indeed,RB,O
have,VB,O
touched,VBN,O
with,IN,O
excitement,NN,O
.,.,O
In,IN,O
the,DT,O
Iliad,NNP,I-MISC
",",",",O
they,PRP,O
appeared,VBD,O
to,TO,O
be,VB,O
generally,RB,O
portrayed,VBN,O
as,IN,O
a,DT,O
model,NN,O
of,IN,O
deep,JJ,O
and,CC,O
loyal,JJ,O
friendship,NN,O
.,.,O
Pausanias,NNP,I-PER
has,VBZ,O
been,VBN,O
told,VBN,O
that,IN,O
the,DT,O
island,NN,O
is,VBZ,O
"""",LQU,O
covered,VBN,O
with,IN,O
forests,NNS,O
and,CC,O
full,JJ,O
of,IN,O
animals,NNS,O
",",",",O
some,DT,O
wild,JJ,O
",",",",O
some,DT,O
tame,NN,O
.,.,O
This,DT,O
island,NN,O
is,VBZ,O
not,RB,O
inhabited,VBN,O
",",",",O
and,CC,O
goats,NNS,O
graze,VBP,O
on,IN,O
it,PRP,O
",",",",O
not,RB,O
many,JJ,O
",",",",O
which,WDT,O
the,DT,O
people,NNS,O
who,WP,O
happen,VBP,O
to,TO,O
arrive,VB,O
here,RB,O
with,IN,O
their,PRP$,O
ships,NNS,O
",",",",O
sacrifice,NN,O
to,TO,O
Achilles,NNP,I-PER
.,.,O
In,IN,O
this,DT,O
temple,NN,O
are,VBP,O
also,RB,O
deposited,VBN,O
a,DT,O
great,JJ,O
many,JJ,O
holy,JJ,O
gifts,NNS,O
",",",",O
craters,NNS,O
",",",",O
rings,NNS,O
and,CC,O
precious,JJ,O
stones,NNS,O
",",",",O
offered,VBN,O
to,TO,O
Achilles,NNS,I-PER
in,IN,O
gratitude,NN,O
.,.,O
Some,DT,O
of,IN,O
these,DT,O
are,VBP,O
worded,VBN,O
in,IN,O
Patroclus,NNP,I-PER
